text_description,kbli_code,kbli_label,kbji_code,kbji_label
"Aktivitas: Di bagian laboratorium meneliti lingkungan hidup. Produk: Pengujian lingkungan hidup. Usaha: menyediakan jasa pengujian laboratorium pangan, analisa umum, laboratorium lingkungan dan laboratorium mikrobiologi. Bekerja sebagai kariyawan di PT MUTU AGUNG.",71202,JASA PENGUJIAN LABORATORIUM,7543,PENGUJI DAN PENILAI KUALITAS PRODUK (SELAIN PRODUK MAKANAN DAN MINUMAN)
Aktivitas: Tukang bangunan membangun rumah. Produk: Rumah. Usaha: Perumahan konstruksi.,41011,KONSTRUKSI GEDUNG HUNIAN,9313,BURUH BANGUNAN
Aktivitas: Mencari kayu di hutan untuk di jual. Produk: Menjadikan kayu menjadi papan. Usaha: Pengolahan bahan baku kayu menjadi setengah jadi atau jadi sehingga dapat dijual kepada konsumen..,16101,INDUSTRI PENGGERGAJIAN KAYU,7115,TUKANG KAYU BANGUNAN
Aktivitas: laundry baju di rumah sendiri. Produk: Jasa mencuci baju dari yang kotor menjadi wangi dan bersih. Usaha: jasa cuci dan setrika. Laundry dapat juga diartikan sebagai kegiatan mencuci pakaian..,96200,AKTIVITAS PENATU,9121,TENAGA CUCI DAN SETRIKA DENGAN TANGAN
Aktivitas: Tukang bangunan atau Buruh ada mandornya. Produk: Membangun rumah. Usaha: Perumahan konstruksi.,41011,KONSTRUKSI GEDUNG HUNIAN,9313,BURUH BANGUNAN
Aktivitas: Sebagai Supir truk memuat pupuk. Produk: Membawa pupuk dari gudang ke kebun kelapa sawit. Usaha: Jasa transportasi pengangkutan barang.,01262,PERKEBUNAN BUAH KELAPA SAWIT,8332,PENGEMUDI TRUK BERAT DAN TRUK KONTAINER
Aktivitas: Kariyawan di hotel Avilla sebagai waiters. Produk: untuk melayani kebutuhan makanan dan minuman bagi para pelanggan hotel secara professional.. Usaha: jasa akomodasi atau penginapan..,55110,HOTEL BINTANG,5246,PETUGAS KONTER LAYANAN MAKANAN
Aktivitas: Kepala sekolah di MI NURul ISLAM. Produk: Mengajar murid sekolah. Usaha: Pendidikan keagamaan.,85121,PENDIDIKAN DASAR/IBTIDAIYAH SWASTA,2341,GURU SEKOLAH DASAR
Aktivitas: Mengajar mengaji di masjit nur fajriah. Produk: Mengajar anak-anak mengajar mengaji. Usaha: Pendidikan keagamaan islam.,85452,PENDIDIKAN KEAGAMAAN ISLAM NON FORMAL,3413,ASISTEN PROFESIONAL KEAGAMAAN
"Aktivitas: Tukang bangunan, membangun rumah. Produk: Bangun rumah milik warga. Usaha: Konstruksi bangunan.",41011,KONSTRUKSI GEDUNG HUNIAN,9313,BURUH BANGUNAN
"Aktivitas: Tukang jahit baju, menjahit maju. Produk: Membuat baju dan menjahitnya. Usaha: bergerak dalam bidang sandang seperti membuat pakaian untuk wanita atau pria..",14120,PENJAHITAN DAN PEMBUATAN PAKAIAN SESUAI PESANAN,7533,"TUKANG JAHIT, PENYULAM, DAN YBDI"
Aktivitas: Kerja di PT Korindo bagian produksi. Produk: Pengolahan kayu. Usaha: Pengolahan kayu menjadi triplek.,16211,INDUSTRI KAYU LAPIS,9329,BURUH INDUSTRI PENGOLAHAN YTDL
Aktivitas: Mengajar. Produk: Mengajar anak-anak TK. Usaha: Pendidikan di TK Islam dARUL ULUM.,85132,PENDIDIKAN TAMAN KANAK-KANAK SWASTA/RAUDATUL ATHFAL/BUSTANUL ATHFAL,2342,GURU ANAK USIA DINI
Aktivitas: Menerima tamu atau nasabah bekerja sebagai teller. Produk: Pencatatan pemasukan dan pengeluaran uang nasabah. Usaha: Perbankan di bank mandiri.,64121,BANK UMUM KONVENSIONAL,4211,TELLER BANK DAN YBDI
Aktivitas: Jualan nasi kuning. Produk: Menjual makanan. Usaha: Penjualan makanan/ nasi kuning dan lontong di pinggir jalan.,56103,KEDAI MAKANAN,5212,PEDAGANG MAKANAN KAKI LIMA
Aktivitas: Sebagai produsen minuman kopi susu. Produk: Minuman Kopi susu. Usaha: penjualan minuman kopi.,11040,INDUSTRI MINUMAN RINGAN,5249,PEKERJA PENJUALAN YTDL
Aktivitas: Jualan di warung SENDIRI. Produk: Jualan jajanandan dan sembako. Usaha: Penjualan makanan dan minuman jajanan dan sembako.,47112,"PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA MAKANAN, MINUMAN ATAU TEMBAKAU BUKAN DI MINIMARKET/SUPERMARKET/HYPERMARKET (TRADISIONAL)",5221,PEMILIK TOKO
Aktivitas: Melayani setor dan tarik tunai (agen brilink) usaha milik sendiri. Produk: Jasa keuangan. Usaha: AKTIVITAS KEUANGAN.,64999,"AKTIVITAS JASA KEUANGAN LAINNYA YTDL, BUKAN ASURANSI DAN DANA PENSIUN",1211,MANAJER KEUANGAN
Aktivitas: Sopir pick up milik sendiri Mengangkut barang umum. Produk: Jasa angkutan barang umum. Usaha: Pengangkutan barang umum menggunakan pick up milik sendiri.,49431,ANGKUTAN BERMOTOR UNTUK BARANG UMUM,9621,"KURIR, PENGANTAR PAKET DAN KULI ANGKUT BARANG"
"Aktivitas: NELAYAN MENCARI IKAN DAN UDANG DI LAUT,menggunakan perahu tempel milik sendiri. Produk: IKAN DAN UDANG LAUT. Usaha: PERIKANAN.",03111,PENANGKAPAN PISCES/IKAN BERSIRIP DI LAUT,6223,PEKERJA PERIKANAN TANGKAP DI LAUT DALAM
Aktivitas: BURUH MENCUCI PAKAIAN. Produk: JASA RUMAH TANGGA. Usaha: JASA AKTIVITAS RUMAH TANGGA MENCUCI PAKAIAN.,96990,AKTIVITAS JASA PERORANGAN LAINNYA YTDL,9121,TENAGA CUCI DAN SETRIKA DENGAN TANGAN
Aktivitas: MENGOJEK ANTAR JEMPUT PENUMPANG. Produk: JASA ANGKUTAN PENUMPANG SEPEDA MOTOR. Usaha: TRANSPORTASI ANGKUTAN PENUMPANG MENGGUKAN SEPEDA MOTOR.,49424,ANGKUTAN OJEK MOTOR,8321,PENGEMUDI SEPEDA MOTOR
"Aktivitas: MENJUAL makanan ringan (jajanan) DI PASAR SAIK,Milik sendiri. Produk: Makanan ringan. Usaha: Perdagangan kecil dan eceran.",47249,PERDAGANGAN ECERAN MAKANAN LAINNYA,5221,PEMILIK TOKO
Aktivitas: menjual beli motor bekas usaha milik sendiri. Produk: Motor bekas. Usaha: Pedagang eceran.,45404,PERDAGANGAN ECERAN SEPEDA MOTOR BEKAS,5221,PEMILIK TOKO
Aktivitas: Menjual aksesoris kecantikan usaha milik sendiri di pasar saik. Produk: Aksesoris kecantikan. Usaha: Pedagang eceran aksesoris kecantikan di pasar saik.,47724,PERDAGANGAN ECERAN KOSMETIK UNTUK MANUSIA,5221,PEMILIK TOKO
Aktivitas: BURUH MEMBONGKAR MUAT barang umum DI PELABUHAN RAKYAT H. IJUL. Produk: Jasa bongkar muat barang umum. Usaha: Ekspedisi kapal laut angkutan barang umum.,96990,AKTIVITAS JASA PERORANGAN LAINNYA YTDL,9333,BURUH ANGKAT BARANG
Aktivitas: BURUH MEMBONGKAR MUAT BARANG UMUM DI PELABUHAN RAKYAT H. IJUL. Produk: JASA BONGKAR MUAT BARANG UMUM. Usaha: Ekspedisi kapal laut angkutan barang umum.,96990,AKTIVITAS JASA PERORANGAN LAINNYA YTDL,9333,BURUH ANGKAT BARANG
Aktivitas: BURUH MEMBONGKAR MUAT BARANG UMUM DI PELABUHAN RAKYAT H. IJUL. Produk: Bongkar muat barang umum. Usaha: Ekspedisi barang umum.,52240,PENANGANAN KARGO (BONGKAR MUAT BARANG),9333,BURUH ANGKAT BARANG
Aktivitas: ADMIN DISTRIBUTOR PUPUK NON SUBSIDI DI CV. BINTANG USAHA MAJU. Produk: Pupuk non subsidi. Usaha: Perdagangan grosir pupuk non subsidi.,47763,PERDAGANGAN ECERAN PUPUK DAN PEMBERANTAS HAMA,5223,ASISTEN PENJUALAN TOKO
Aktivitas: MEMBANTU ISTRI JUALAN MASAKAN JADI (sayur masak) DI PASAR SAIK usaha milik sendiri. Produk: Masakan jadi ( sayur masak ). Usaha: Pedagang eceran usaha milik sendiri.,47249,PERDAGANGAN ECERAN MAKANAN LAINNYA,5223,ASISTEN PENJUALAN TOKO
Aktivitas: Menjual masakan jadi ( sayur masak ) di pasar saik usaha milik sendiri. Produk: Masakan jadi ( sayur masak ). Usaha: Pedagang eceran usaha milik sendiri.,47249,PERDAGANGAN ECERAN MAKANAN LAINNYA,5221,PEMILIK TOKO
Aktivitas: TELI MEMBONGKAR MUAT BARANG UMUM DI PELABUHAN RAKYAT. Produk: BARANG UMUM. Usaha: Ekspedisi bongkar muat barang umum.,52240,PENANGANAN KARGO (BONGKAR MUAT BARANG),9333,BURUH ANGKAT BARANG
Aktivitas: Satpam di kebun buah kelapa sawit milik orang lain. Produk: Jasa keamanan. Usaha: Perkebunan buah kelapa sawit milik orang lain.,01262,PERKEBUNAN BUAH KELAPA SAWIT,5414,PENJAGA KEAMANAN
Aktivitas: Sopir barang material toko jaya makmur. Produk: Jasa angkutan barang material. Usaha: Perdagangan besar dan eceran barang material toko jaya makmur.,49431,ANGKUTAN BERMOTOR UNTUK BARANG UMUM,8322,"PENGEMUDI MOBIL, TAKSI DAN VAN"
Aktivitas: Kasir penjualan barang sembako di megamart kumai. Produk: Jasa pelayanan kasir. Usaha: Perdagangan besar dan eceran barang sembako di megamart kumai.,47112,"PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA MAKANAN, MINUMAN ATAU TEMBAKAU BUKAN DI MINIMARKET/SUPERMARKET/HYPERMARKET (TRADISIONAL)",5223,ASISTEN PENJUALAN TOKO
Aktivitas: Sopir angkutan barang umum mobil pick up milik orang lain. Produk: Jasa angkutan barang umum mobil pickup milik orang lain. Usaha: Angkutan barang umum mobil pick up milik orang lain.,49431,ANGKUTAN BERMOTOR UNTUK BARANG UMUM,8322,"PENGEMUDI MOBIL, TAKSI DAN VAN"
Aktivitas: Kernet bus angkutan penumpang dan barang po. Agung mulya. Produk: Jasa angkutan transportasi. Usaha: Jasa angkutan transportasi penumpang dan barang.,49211,ANGKUTAN BUS ANTARKOTA ANTARPROVINSI (AKAP),5112,KONDEKTUR TRANSPORTASI
Aktivitas: Tukang bangunan rumah beton ikut orang lain (buruh). Produk: Rumah beton. Usaha: Konstruksi perorangan rumah beton ikut orang lain.,41011,KONSTRUKSI GEDUNG HUNIAN,9313,BURUH BANGUNAN
Aktivitas: Menjual sembako eceran milik sendiri di rumah. Produk: Sembako eceran. Usaha: Perdagangan eceran sembako milik sendiri di rumah.,47112,"PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA MAKANAN, MINUMAN ATAU TEMBAKAU BUKAN DI MINIMARKET/SUPERMARKET/HYPERMARKET (TRADISIONAL)",5221,PEMILIK TOKO
Aktivitas: Membantu orang tua menjaga warung sembako di rumah sendiri. Produk: Sembako. Usaha: Perdagangan eceran sembako di rumah sendiri.,47112,"PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA MAKANAN, MINUMAN ATAU TEMBAKAU BUKAN DI MINIMARKET/SUPERMARKET/HYPERMARKET (TRADISIONAL)",5223,ASISTEN PENJUALAN TOKO
Aktivitas: Mencatat barang sembako masuk dan keluar di gudang borneo swalayan. Produk: Barang sembako masuk dan keluar di gudang borneo swalayan. Usaha: Perdagangan eceran dan besar barang sembako di borneo swalayan.,47111,"PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA MAKANAN, MINUMAN ATAU TEMBAKAU DI MINIMARKET/SUPERMARKET/HYPERMARKET",5223,ASISTEN PENJUALAN TOKO
Aktivitas: Sopir angkutan beras di ud mawar barokah. Produk: Jasa angkutan beras di ud mawar barokah. Usaha: Perdagangan besar beras di ud mawar barokah.,49432,ANGKUTAN BERMOTOR UNTUK BARANG KHUSUS,4323,JURU TATA USAHA TRANSPORTASI
Aktivitas: Admin bagian logistik di pt. Yessoe. Produk: Logistik pengiriman dan penerimaan barang di pt. Yessoe. Usaha: Jasa angkutan barang dan penumpang di pt. Yessoe.,52292,AKTIVITAS EKSPEDISI MUATAN KERETA API DAN EKSPEDISI ANGKUTAN DARAT (EMKA & EAD),8331,PENGEMUDI BUS DAN TREM
Aktivitas: Pramusaji kedai makanan di empek empek sriwijaya. Produk: Jasa pramusaji kedai makanan. Usaha: Penyedia makanan dan minuman kedai makanan di empek empek sriwijaya.,56103,KEDAI MAKANAN,5242,PERAGA PENJUALAN
Aktivitas: Tni angkatan darat kodim pangkalan bun. Produk: Jasa pemerintahan. Usaha: Pemerintahan tni angkatan darat kodim pangkalan bun.,84222,ANGKATAN DARAT,0312,TAMTAMA TNI ANGKATAN DARAT
Aktivitas: Membantu melayani jasa perbaikan ac di wijaya ac. Produk: Jasa perbaikan ac di wijaya ac. Usaha: Jasa revarasi ac di wijaya ac.,95210,REPARASI ALAT-ALAT ELEKTRONIK KONSUMEN,7233,MEKANIK DAN TUKANG REPARASI MESIN PERTANIAN DAN INDUSTRI
Aktivitas: Staf intel tni angkatan darat kobar. Produk: Jasa pemerintahan. Usaha: Tni angkatan darat kobar.,84222,ANGKATAN DARAT,0312,TAMTAMA TNI ANGKATAN DARAT
Aktivitas: Guru kelas Mengajar di tk kartika. Produk: Jasa pendidikan guru kelas tk. Usaha: Jasa pendidikan tk kartika.,85132,PENDIDIKAN TAMAN KANAK-KANAK SWASTA/RAUDATUL ATHFAL/BUSTANUL ATHFAL,2342,GURU ANAK USIA DINI
Aktivitas: Sopir ekspedisi angkutan barang pt. Trijaya. Produk: Jasa angkutan barang ekspedisi. Usaha: Jasa angkutan barang ekspedisi pt. Trijaya.,52292,AKTIVITAS EKSPEDISI MUATAN KERETA API DAN EKSPEDISI ANGKUTAN DARAT (EMKA & EAD),9621,"KURIR, PENGANTAR PAKET DAN KULI ANGKUT BARANG"
Aktivitas: Membuat dan menjual makanan siap saji di kantin pelabuhan panglima utar. Produk: Makanan siap saji. Usaha: Penyedia makanan jadi (siap saji) di pelabuhan panglima utar kumai.,56102,RUMAH/WARUNG MAKAN,5221,PEMILIK TOKO
Aktivitas: Menjual pupuk buah kelapa sawit non subsidi milik sendiri. Produk: Perdagangan pupuk buah kelapa sawit. Usaha: Perdagangan eceran pupuk buah kelapa sawit milik sendiri.,47763,PERDAGANGAN ECERAN PUPUK DAN PEMBERANTAS HAMA,5221,PEMILIK TOKO
Aktivitas: Salesman rokok di pt. Sumber cipta niaga. Produk: Salesmen rokok. Usaha: Perdagangan besar dan eceran di pt. Sumber cipta niaga.,46335,PERDAGANGAN BESAR ROKOK DAN TEMBAKAU,5243,PEDAGANG RUMAH KE RUMAH
Aktivitas: Membuat dan menjual makanan siap saji di rumah sendiri. Produk: Makanan siap saji. Usaha: Penyedia makanan dan minuman siap saji di rumah sendiri.,56102,RUMAH/WARUNG MAKAN,5120,JURU MASAK
Aktivitas: Tenaga kontrak Operator data kemiskinan di dinas sosial kab. Kobar. Produk: Data kemiskinan kobar. Usaha: Jasa pemerintahan di dinas sosial kab. Kobar.,84129,"ADMINISTRASI PELAYANAN PEMERINTAH BIDANG SOSIAL LAINNYA BUKAN KESEHATAN, PENDIDIKAN, KEAGAMAAN DAN KEBUDAYAAN",3353,PEGAWAI PEMERINTAH BIDANG JAMINAN SOSIAL
Aktivitas: Tenaga ahli konsultas bangunan RS Sultan Imanudin di cv. Cendrawasih mitra pratama. Produk: Jasa konsultasi bangunan RS Sultan Imanudin. Usaha: Jasa konsultasi pembagunan di cv. Cendrawasih mitra pratama.,43309,PENYELESAIAN KONSTRUKSI BANGUNAN LAINNYA,3123,SUPERVISOR KONSTRUKSI
Aktivitas: Tukang bangunan rumah beton ikut orang lain. Produk: Bangunan rumah beton. Usaha: Jasa kontruksi bangunan rumah beton ikut orang lain.,41011,KONSTRUKSI GEDUNG HUNIAN,9313,BURUH BANGUNAN
Aktivitas: Kepala seksi bagian operasi lapangan pt. Dharma lautan utama. Produk: Jasa teknisi lapangan. Usaha: Jasa transportasi angkutan penumpang dan barang pt. Dharma lautan utama.,50135,ANGKUTAN LAUT DALAM NEGERI PELAYARAN RAKYAT,4323,JURU TATA USAHA TRANSPORTASI
Aktivitas: Karyawan penjualan toko sembako bintang terang. Produk: Barang sembako. Usaha: Perdagangan besar dan eceran sembako toko bintang terang.,46339,PERDAGANGAN BESAR MAKANAN DAN MINUMAN LAINNYA,5249,PEKERJA PENJUALAN YTDL
Aktivitas: Menyediakan dan menyiapkan makanan dan minuman di kapal tourist sister tour. Produk: Makanan siap saji. Usaha: Agen perjalanan pariwisata sister tour.,50213,ANGKUTAN SUNGAI DAN DANAU UNTUK WISATA DAN YBDI,5131,PRAMUSAJI
"Aktivitas: Admin agen pelayaran muatan kapal laut barang umum pt. Salam samudra energi. Produk: Muatan barang umum (pupuk, semen, kelontongan dll). Usaha: Ekspedisi muatan barang umum pt. Salam samudra energi.",52293,AKTIVITAS EKSPEDISI MUATAN KAPAL (EMKL),3343,SEKRETARIS ADMINISTRASI DAN EKSEKUTIF
Aktivitas: Membuat desain dan mencetak digital printing usaha milik sendiri. Produk: Digital printing. Usaha: Jasa percetakan digital printing milik sendiri.,18113,INDUSTRI PENCETAKAN 3D PRINTING,7322,PEKERJA PENCETAKAN
Aktivitas: Membantu suami desain dan mencetak digital printing. Produk: Desain digital printing. Usaha: Jasa percetakan digital printing.,18113,INDUSTRI PENCETAKAN 3D PRINTING,7322,PEKERJA PENCETAKAN
Aktivitas: Menanam tanaman tomat dan cabe di kebun milik sendiri. Produk: Tanaman hortikultura tomat dan cabe. Usaha: Tanaman hortikultura di kebun milik sendiri.,01132,PERTANIAN HORTIKULTURA BUAH,6111,PEKERJA PERTANIAN TANAMAN PANGAN DAN TANAMAN SEMUSIM
Aktivitas: Membuat kripik peye di rumah sendiri. Produk: Keripik peye. Usaha: Industri pengolahan kripik peye di rumah sendiri.,10794,"INDUSTRI KERUPUK, KERIPIK, PEYEK DAN SEJENISNYA",7512,"PEMBUAT ROTI, KUE, DAN KEMBANG GULA"
"Aktivitas: Menjual tiket transportasi laut, darat dan udara di agen tiket milik sendiri. Produk: Perdagangan Tiket transportasi laut, darat dan udara. Usaha: Perdagangan kecil penjualan tiket di agen milik sendiri.",79119,AKTIVITAS AGEN PERJALANAN LAINNYA,5221,PEMILIK TOKO
Aktivitas: Menjual berbagai macam sembako milik sendiri. Produk: Berbagai macam sembako. Usaha: Perdagangan eceran berbagai macam sembako milik sendiri.,47112,"PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA MAKANAN, MINUMAN ATAU TEMBAKAU BUKAN DI MINIMARKET/SUPERMARKET/HYPERMARKET (TRADISIONAL)",5221,PEMILIK TOKO
Aktivitas: Karyawan di pltu bagian laboratorium. Produk: Jasa pemerintahan tenaga listrik. Usaha: Tenaga kelistrikan.,35111,PEMBANGKITAN TENAGA LISTRIK,7411,PEKERJA KELISTRIKAN BANGUNAN DAN YBDI
Aktivitas: Menjahit pakaian jadi usaha milik sendiri di rumah. Produk: Pakaian jadi. Usaha: Konveksi pakaian jadi usaha milik sendiri di rumah.,14120,PENJAHITAN DAN PEMBUATAN PAKAIAN SESUAI PESANAN,7533,"TUKANG JAHIT, PENYULAM, DAN YBDI"
Aktivitas: Pegawai di RS bagian administrasi umum di RSUD Sultan Imanudin pbun. Produk: Jasa pemerintahan Administrasi pasien RSUD sultan imanudin pbun. Usaha: Jasa pemerintahan rsud sultan imanudin pbun.,86101,AKTIVITAS RUMAH SAKIT PEMERINTAH,4110,TENAGA PERKANTORAN UMUM
Aktivitas: Pns Bidan rs di rsud sultan imanudin pbun. Produk: Jasa pemerintahan bidan rsud. Usaha: Jasa pemerintahan kebidanan rsud sultan imanudin pbun.,86901,AKTIVITAS PELAYANAN KESEHATAN YANG DILAKUKAN OLEH TENAGA KESEHATAN SELAIN DOKTER DAN DOKTER GIGI,2222,PROFESIONAL KEBIDANAN
Aktivitas: Angkutan barang pupuk menggunakan truk milik sendiri. Produk: Jasa angkutan pupuk truk milik sendiri. Usaha: Pengangkutan barang pupuk menggunakan truk milik sendiri.,49431,ANGKUTAN BERMOTOR UNTUK BARANG UMUM,8322,"PENGEMUDI MOBIL, TAKSI DAN VAN"
Aktivitas: Lessing bagian marketing di mandala finance. Produk: Jasa keuangan. Usaha: Jasa Pembiayaan keuangan di mandala finance.,64911,PERUSAHAAN PEMBIAYAAN KONVENSIONAL,3311,DEALER DAN BROKER SEKURITAS DAN KEUANGAN
Aktivitas: Karyawan di bri pbun bagian pelayanan asuransi. Produk: Jasa pelayanan asuransi nasabah. Usaha: Jasa pembiayaan keuangan di bri pbun.,64121,BANK UMUM KONVENSIONAL,4312,"JURU TATA USAHA STATISTIK, KEUANGAN DAN ASURANSI"
Aktivitas: Distributor penjualan berbagai macam sembako. Produk: Berbagai macam sembako. Usaha: Perdagangan eceran dan besar berbagai macam sembako.,47112,"PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA MAKANAN, MINUMAN ATAU TEMBAKAU BUKAN DI MINIMARKET/SUPERMARKET/HYPERMARKET (TRADISIONAL)",5249,PEKERJA PENJUALAN YTDL
Aktivitas: Teknisi jaringan interet di pt. Jpn. Produk: Jasa komunikasi jaringan internet di jpn. Usaha: Jasa pemasangan jaringan internet.,61924,JASA INTERKONEKSI INTERNET (NAP),7215,PEMASANG DAN PENYAMBUNG TALI KABEL
Aktivitas: Polisi di polsek pangkut (bripka). Produk: Jasa pemerintahan. Usaha: Jasa pemerinrahan polisi di polsek pangkut.,84231,KEPOLISIAN,0215,BINTARA POLRI
Aktivitas: Guru p3k bimbingan konseling di sman 1 kumai. Produk: Jasa pendidikan di sman 1 kumai. Usaha: Pendidikan bimbingan konseling di sman 1 kumai.,85210,PENDIDIKAN MENENGAH ATAS/ALIYAH PEMERINTAH,2330,GURU PENDIDIKAN MENENGAH
Aktivitas: Apotiker puskesmas kumai. Produk: Jasa kesehatan masyarakat. Usaha: Kesehatan masyarakat di puskesmas kumai.,86901,AKTIVITAS PELAYANAN KESEHATAN YANG DILAKUKAN OLEH TENAGA KESEHATAN SELAIN DOKTER DAN DOKTER GIGI,3213,TEKNISI FARMASI DAN ASISTEN APOTEKER
Aktivitas: Membangun rumah hunian sebagai buruh bangunan. Produk: Rumah/bangunan tempat tinggal. Usaha: Kontruksi gedung hunian.,41011,KONSTRUKSI GEDUNG HUNIAN,9313,BURUH BANGUNAN
Aktivitas: Tukang bangunan rumah beton. Produk: Bangunan rumah beton. Usaha: Jasa kontruksi bangunan rumah beton.,41011,KONSTRUKSI GEDUNG HUNIAN,9313,BURUH BANGUNAN
Aktivitas: Menjual bahan-bahan makanan dan minuman secara umum (sembako) di warung usaha milik sendiri. Produk: Bahan-bahan makanan dan minuman secara umum (sembako). Usaha: Perdagangan eceran.,47112,"PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA MAKANAN, MINUMAN ATAU TEMBAKAU BUKAN DI MINIMARKET/SUPERMARKET/HYPERMARKET (TRADISIONAL)",5221,PEMILIK TOKO
Aktivitas: MEMBANGUN RUMAH HUNIAN SEBAGAI BURUH BANGUNAN. Produk: Rumah/bangunan tempat tinggal. Usaha: Kontruksi gedung hunian.,41011,KONSTRUKSI GEDUNG HUNIAN,9313,BURUH BANGUNAN
Aktivitas: MENGOLAH ARANG DARI KAYU USAHA MILIK SENDIRI. Produk: Arang dari kayu. Usaha: Industri pengolahan arang dari kayu.,20115,INDUSTRI KIMIA DASAR ORGANIK YANG BERSUMBER DARI HASIL PERTANIAN,6210,PEKERJA KEHUTANAN DAN YBDI
Aktivitas: Buruh perbaikan jalan umum (mengaspal jalan) CV. Sarana hidup. Produk: Perbaikan jalan (aspal jalan). Usaha: Kontruksi perbaikan jalan umum.,42103,KONSTRUKSI JALAN REL,9312,BURUH TEKNIK SIPIL
Aktivitas: Buruh perbaikan jalan umum (mengaspal jalan umum) CV. Sarana hidup. Produk: Perbaikan jalan umum (mengaspal jalan umum). Usaha: Kontruksi perbaikan jalan umum.,42103,KONSTRUKSI JALAN REL,9312,BURUH TEKNIK SIPIL
Aktivitas: Memasak makanan di kelotok turis agen rismawati. Produk: Makanan masak. Usaha: Akomodasi (penyedia makanan turis jasa agen perjalanan pariwisata).,79921,JASA PRAMUWISATA,5120,JURU MASAK
Aktivitas: Mengawas lapangan perbaikan jalan umum (pengaspalan jalan umum) di CV. Sarana hidup. Produk: Perbaikan jalan umum (pengaspalan jalan umum). Usaha: Kontruksi perbaikan jalan umum.,42103,KONSTRUKSI JALAN REL,9313,BURUH BANGUNAN
Aktivitas: Buruh membongkar muat barang umum di pelabuhan rakyat. Produk: Bongkar muat barang umum. Usaha: Expedisi bongkar muat barang umum.,96990,AKTIVITAS JASA PERORANGAN LAINNYA YTDL,9333,BURUH ANGKAT BARANG
Aktivitas: Membuat dan menjual makanan siap saji (nasi dan lauk pauk masak) di angkringan milik sendiri dibantu buruh tetap dan dibayar. Produk: Makanan siap saji (nasi dan lauk pauk masak) angkringan. Usaha: Penyedia makanan siap saji (nasi dan lauk pauk masak) angkringan.,56102,RUMAH/WARUNG MAKAN,5120,JURU MASAK
"Aktivitas: Pengepul hasil perikanan segar (ikan,udan,cumi,dll) di pasar indra sari usaha milik sendiri. Produk: Hasil perikanan segar (ikan,udang,cumi,dll). Usaha: Perdagangan eceran hasil perikanan segar (ikan,udang,cumi,dll).",47215,PERDAGANGAN ECERAN HASIL PERIKANAN,5221,PEMILIK TOKO
"Aktivitas: Membantu suami bekerja sebagai pengepul hasil perikanan segar (ikan,udang,cumi,dll) di pasar indra sari usaha milik sendiri. Produk: Hasil perikanan segar (ikan,udang,cumi,dll,). Usaha: Perdagangan eceran hasil perikanan segar (ikan,udang,cumi,dll).",47215,PERDAGANGAN ECERAN HASIL PERIKANAN,5242,PERAGA PENJUALAN
Aktivitas: TUKANG BANGUNAN RUMAH BETON TEMPAT TINGGAL. Produk: Rumah/bangunan tempat tinggal. Usaha: Jasa kontruksi bangunan rumah tempat tinggal.,41011,KONSTRUKSI GEDUNG HUNIAN,9313,BURUH BANGUNAN
Aktivitas: Menjual minyak goreng curah eceran. Produk: Minyak goreng. Usaha: Perdagangan eceran.,47191,"PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA BUKAN MAKANAN, MINUMAN ATAU TEMBAKAU DI TOSERBA (DEPARTMENT STORE)",5221,PEMILIK TOKO
Aktivitas: Tukang bangunan membuat rumah beton. Produk: Bangunan rumah tempat tinggal. Usaha: Kontruksi.,41011,KONSTRUKSI GEDUNG HUNIAN,9313,BURUH BANGUNAN
Aktivitas: Jasa pijet tradisional. Produk: Jasa perseorangan. Usaha: Aktivitas pelayanan kesehatan tradisional.,96990,AKTIVITAS JASA PERORANGAN LAINNYA YTDL,3255,TEKNISI DAN ASISTEN FISIOTERAPI
Aktivitas: Petani holtikultura di kebun sendiri. Produk: Tanaman holtikultura dan (seledri dan jagung manis ). Usaha: Pertanian Holtikultura.,01131,PERTANIAN HORTIKULTURA SAYURAN DAUN,6111,PEKERJA PERTANIAN TANAMAN PANGAN DAN TANAMAN SEMUSIM
Aktivitas: Betani Membantu suami tanaman holtikultura dikebun sendiri. Produk: Tanaman holtikultura ( seledri dan jagung manis ). Usaha: Pertanian holtikultura.,01131,PERTANIAN HORTIKULTURA SAYURAN DAUN,6111,PEKERJA PERTANIAN TANAMAN PANGAN DAN TANAMAN SEMUSIM
Aktivitas: Petani holtikultura dikebun sendiri. Produk: Tanaman holtikultura ( (cabe dan tomat ). Usaha: Petani holtikultura.,01131,PERTANIAN HORTIKULTURA SAYURAN DAUN,6111,PEKERJA PERTANIAN TANAMAN PANGAN DAN TANAMAN SEMUSIM
